time,operators,typeOfAreaSse,instrumentClass,siteFacilityCode,typeOfVegetationSse,vegetationConditionSse,moistureOnVegetationSse,surfaceSoilConditionsSse,vegetationInsideFenceEbbr,vegetationOutsideFenceEbbr,vegetationHeightInsideFenceSse,vegetationHeightOutsideFenceSse,unanticipatedVegetationConditionEc,reportId,reportKey,reportSiteCode,reportFacilityCode,reportInstrumentClass,reportedOn,reporterId,reportStateCode,reportDataType,reportFrequencyCode,rowCropsEc,winterWheatEc,mostlyBareSoilEc,vegetationHeightEc,pastureOrRangelandEc,vegetationConditionEc,winterWheatConditionEc,surfaceSoilConditionsEc,pastureOrRangelandGrassEc,moistureOnVegetationSoilEc,rowCropsTypeEc,rowCropsConditionEc,pastureOrRangelandTypeEc,comments,notifySiteOps,notifyInstrumentMentor
2022-12-08 14:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,"Mostly brown due to hot, dry weather",Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.1,0.1,,83874,PM-2022-SGP-E13-01285,sgp,E13,sfccond,2022-12-08T21:19:42.837+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-08 17:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Green w/brown patches due to freezing conditions,Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.1,0.1,,83863,PM-2022-SGP-E34-00205,sgp,E34,sfccond,2022-12-08T21:10:08.127+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-12 16:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.3,0.2,,84310,PM-2022-SGP-E36-00213,sgp,E36,sfccond,2022-12-13T15:07:22.877+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-12 19:15:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Moist but not muddy,Grassy,Grassy,0.3,0.2,,84284,PM-2022-SGP-E40-00208,sgp,E40,sfccond,2022-12-13T14:23:48.275+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-13 16:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S6,Mostly clumped grass,,Dry,Muddy or standing water,,,0.1,0.1,No,84423,PM-2022-SGP-S6-00019,sgp,S6,sfccond,2022-12-13T22:08:26.229+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Muddy or standing water,,Dry,,,,Fenced area vegetation condition is Mostly dirt with green grass.,False,False
2022-12-13 16:46:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S5,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Dry,Moist but not muddy,,,0.1,0.1,No,84392,PM-2022-SGP-S5-00009,sgp,S5,sfccond,2022-12-13T21:40:00.609+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,"Green with brown patches because of hot, dry weather","Green, ground covered",Moist but not muddy,,Dry,Alfalfa,"Green, ground covered",,,False,False
2022-12-13 17:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,84471,PM-2022-SGP-E37-00314,sgp,E37,sfccond,2022-12-14T14:08:16.739+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted",Partial soil coverage because plants are small,Moist but not muddy,,Dry,,,,,False,False
2022-12-14 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,No,84596,PM-2022-SGP-E39-00373,sgp,E39,sfccond,2022-12-14T22:21:43.121+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2022-12-14 19:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.2,0.1,,84587,PM-2022-SGP-E15-00208,sgp,E15,sfccond,2022-12-14T22:12:23.611+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-15 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S4,Mostly clumped grass,"Mostly brown due to hot, dry weather",Dry,Moist but not muddy,,,0.1,0.1,No,84720,PM-2022-SGP-S4-00032,sgp,S4,sfccond,2022-12-15T22:12:19.778+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble after harvest,,,False,False
2022-12-15 17:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.3,0.2,,84716,PM-2022-SGP-E35-00209,sgp,E35,sfccond,2022-12-15T22:08:43.232+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-19 17:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.3,0.3,,85276,PM-2022-SGP-E12-00190,sgp,E12,sfccond,2022-12-21T17:06:00.265+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-19 19:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.2,0.2,No,85191,PM-2022-SGP-E33-00241,sgp,E33,sfccond,2022-12-20T22:18:19.689+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble after harvest,,,False,False
2022-12-19 19:55:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.2,0.1,No,85125,PM-2022-SGP-E41-00318,sgp,E41,sfccond,2022-12-20T14:51:54.831+00:00,18599,NEW,PMR,BIWEEKLY,No,No,No,0.1,Yes,Green w/brown patches due to freezing conditions,,Moist but not muddy,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2022-12-20 17:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,85437,PM-2022-SGP-E11-00217,sgp,E11,sfccond,2022-12-21T22:08:09.692+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-20 18:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,85254,PM-2022-SGP-E32-00288,sgp,E32,sfccond,2022-12-21T16:49:42.525+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-20 19:45:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,,85230,PM-2022-SGP-E9-00222,sgp,E9,sfccond,2022-12-21T14:54:45.295+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-21 15:09:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,No,85256,PM-2022-SGP-E13-01334,sgp,E13,sfccond,2022-12-21T16:51:30.398+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,Yes,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2022-12-21 15:09:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,85277,PM-2022-SGP-E14-00104,sgp,E14,sfccond,2022-12-21T17:06:03.292+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2022-12-21 19:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,85424,PM-2022-SGP-E34-00217,sgp,E34,sfccond,2022-12-21T21:48:17.384+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-27 16:35:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,No,86200,PM-2022-SGP-E39-00387,sgp,E39,sfccond,2022-12-29T21:24:37.154+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2022-12-27 19:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.2,,86149,PM-2022-SGP-E40-00218,sgp,E40,sfccond,2022-12-29T20:38:50.841+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-28 16:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.2,0.1,,86075,PM-2022-SGP-E15-00218,sgp,E15,sfccond,2022-12-28T22:15:45.691+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-28 17:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,86065,PM-2022-SGP-E37-00327,sgp,E37,sfccond,2022-12-28T21:50:38.701+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2022-12-29 15:25:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.3,0.1,,86141,PM-2022-SGP-E36-00219,sgp,E36,sfccond,2022-12-29T20:25:07.105+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-29 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.1,,86257,PM-2022-SGP-E35-00218,sgp,E35,sfccond,2022-12-30T17:09:54.100+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2022-12-30 15:00:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S6,Unanticipated conditions (see comments),,Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,86273,PM-2022-SGP-S6-00024,sgp,S6,sfccond,2022-12-30T17:32:35.872+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted",Partial soil coverage because plants are small,Moist but not muddy,,Slightly wet because of rain or dew,,,,Green wheat inside and outside of fence.,False,False
2022-12-30 15:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S4,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,86272,PM-2022-SGP-S4-00039,sgp,S4,sfccond,2022-12-30T17:30:50.346+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,,,,False,False
2022-12-30 15:35:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S5,Unanticipated conditions (see comments),"Lush green, unwilted",Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,86264,PM-2022-SGP-S5-00012,sgp,S5,sfccond,2022-12-30T17:23:58.731+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.2,No,Green w/brown patches due to freezing conditions,,,,Slightly wet because of rain or dew,Alfalfa,"Green, ground covered",,Green and brown alfalfa inside and outside of fence. ,False,False
2023-01-03 17:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.2,0.2,,86709,PM-2023-SGP-E12-00005,sgp,E12,sfccond,2023-01-03T22:13:49.821+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-03 18:55:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,86713,PM-2023-SGP-E34-00006,sgp,E34,sfccond,2023-01-03T22:22:13.111+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-04 17:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,86853,PM-2023-SGP-E11-00006,sgp,E11,sfccond,2023-01-04T21:47:45.844+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-04 19:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,86845,PM-2023-SGP-E9-00006,sgp,E9,sfccond,2023-01-04T21:24:01.040+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-05 16:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,87002,PM-2023-SGP-E32-00003,sgp,E32,sfccond,2023-01-05T21:28:56.253+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-05 17:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,,,0.2,0.1,No,87013,PM-2023-SGP-E41-00007,sgp,E41,sfccond,2023-01-05T21:44:29.628+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.1,Yes,Green w/brown patches due to freezing conditions,,Dry and dusty,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
2023-01-06 14:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,87039,PM-2023-SGP-E13-00018,sgp,E13,sfccond,2023-01-06T15:31:57.671+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-06 14:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,87185,PM-2023-SGP-E14-00004,sgp,E14,sfccond,2023-01-06T22:18:31.038+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2023-01-06 17:15:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.2,No,87191,PM-2023-SGP-E33-00007,sgp,E33,sfccond,2023-01-06T22:29:23.670+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,"Mostly brown due to hot, dry weather",,Moist but not muddy,,Dry,Soybeans,Stubble after harvest,,,False,False
2023-01-09 15:50:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S6,Unanticipated conditions (see comments),"Lush green, unwilted",Dry,Dry and dusty,,,0.1,0.1,No,87507,PM-2023-SGP-S6-00008,sgp,S6,sfccond,2023-01-09T22:03:24.305+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,Yes,0.1,No,"Lush green, unwilted",Partial soil coverage because plants are small,Dry and dusty,,Dry,,,,,False,False
2023-01-09 16:25:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S5,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.2,No,87510,PM-2023-SGP-S5-00003,sgp,S5,sfccond,2023-01-09T22:08:46.926+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.2,No,Green w/brown patches due to freezing conditions,,Dry and dusty,,Dry,Alfalfa,"Green, ground covered",,,False,False
2023-01-09 17:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.2,0.1,,87500,PM-2023-SGP-E35-00006,sgp,E35,sfccond,2023-01-09T21:37:49.876+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-10 15:55:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S4,Mostly clumped grass,,Dry,Dry and dusty,,,0.1,0.1,No,87620,PM-2023-SGP-S4-00005,sgp,S4,sfccond,2023-01-10T21:27:18.395+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,Stubble after harvest,Dry and dusty,,Dry,Soybeans,Stubble after harvest,,,False,False
2023-01-10 17:35:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.4,0.3,,87611,PM-2023-SGP-E40-00006,sgp,E40,sfccond,2023-01-10T20:52:20.406+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-11 16:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.2,0.1,,88031,PM-2023-SGP-E15-00006,sgp,E15,sfccond,2023-01-13T16:13:56.481+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-11 20:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.1,,87826,PM-2023-SGP-E36-00006,sgp,E36,sfccond,2023-01-12T14:44:48.157+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-12 16:45:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,No,87976,PM-2023-SGP-E39-00012,sgp,E39,sfccond,2023-01-12T22:06:17.469+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-01-12 18:30:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Dry and dusty,,,0.1,0.1,No,88023,PM-2023-SGP-E37-00011,sgp,E37,sfccond,2023-01-13T14:47:18.056+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Dry and dusty,,Dry,,,,,False,False
2023-01-17 16:30:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E9,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,88543,PM-2023-SGP-E9-00014,sgp,E9,sfccond,2023-01-17T21:23:23.235+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-17 18:20:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E11,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.1,0.1,,88562,PM-2023-SGP-E11-00014,sgp,E11,sfccond,2023-01-17T21:39:09.196+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-18 16:35:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E12,Mostly clumped grass,Brown due to freezing conditions,Mostly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.3,0.3,,88676,PM-2023-SGP-E12-00012,sgp,E12,sfccond,2023-01-18T21:35:07.506+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-18 19:00:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E33,Mostly clumped grass,Green w/brown patches due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,88669,PM-2023-SGP-E33-00016,sgp,E33,sfccond,2023-01-18T21:20:03.314+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Brown due to freezing conditions,,Moist but not muddy,,Dry,Soybeans,Stubble after harvest,,,False,False
2023-01-19 17:05:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E32,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,88838,PM-2023-SGP-E32-00014,sgp,E32,sfccond,2023-01-19T21:40:24.807+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-20 14:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E13,Mostly clumped grass,Brown due to freezing conditions,Slightly wet because of rain or dew,Moist but not muddy,Grassy,Grassy,0.1,0.1,,88920,PM-2023-SGP-E13-00068,sgp,E13,sfccond,2023-01-20T16:09:37.038+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-20 14:10:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E14,Mostly clumped grass,Brown due to freezing conditions,Slightly wet because of rain or dew,Moist but not muddy,,,0.1,0.1,No,89033,PM-2023-SGP-E14-00008,sgp,E14,sfccond,2023-01-20T21:42:20.410+00:00,21075,NEW,PMR,BIWEEKLY,,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Slightly wet because of rain or dew,,,,,False,False
2023-01-20 18:10:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E34,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,Grassy,Grassy,0.1,0.1,,89040,PM-2023-SGP-E34-00014,sgp,E34,sfccond,2023-01-20T21:46:25.106+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-23 16:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E15,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.2,0.1,,89508,PM-2023-SGP-E15-00014,sgp,E15,sfccond,2023-01-24T18:45:53.089+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-23 19:40:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E36,Mostly clumped grass,Brown due to freezing conditions,Dry,Dry and dusty,Grassy,Grassy,0.3,0.1,,89407,PM-2023-SGP-E36-00014,sgp,E36,sfccond,2023-01-23T22:01:19.696+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-24 15:50:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S6,Unanticipated conditions (see comments),"Lush green, unwilted",90-100% snow covered,Muddy or standing water,,,0.1,0.1,No,89482,PM-2023-SGP-S6-00014,sgp,S6,sfccond,2023-01-24T18:27:29.839+00:00,18599,NEW,PMR,BIWEEKLY,,Yes,Yes,0.1,No,"Lush green, unwilted",Partial soil coverage because plants are small,Muddy or standing water,,90-100% snow covered,,,,,False,False
2023-01-24 16:20:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:S4,Mostly clumped grass,"Green w/brown patches because of hot, dry weather",Mostly wet because of rain or dew,Muddy or standing water,,,0.1,0.1,No,89524,PM-2023-SGP-S4-00013,sgp,S4,sfccond,2023-01-24T19:27:40.957+00:00,21075,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,"Lush green, unwilted",,Muddy or standing water,,Mostly wet because of rain or dew,Soybeans,Stubble after harvest,,,False,False
2023-01-24 16:45:00,Bryan Williams,Unanticipated conditions (see comments),sfccond,sgp:S5,Unanticipated conditions (see comments),Green w/brown patches due to freezing conditions,Mostly wet because of rain or dew,Muddy or standing water,,,0.1,0.1,No,89486,PM-2023-SGP-S5-00006,sgp,S5,sfccond,2023-01-24T18:33:33.067+00:00,18599,NEW,PMR,BIWEEKLY,Yes,No,No,0.1,No,Green w/brown patches due to freezing conditions,,Muddy or standing water,,Mostly wet because of rain or dew,Alfalfa,"Green, ground covered",,,False,False
2023-01-25 16:40:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E40,Mostly clumped grass,Brown due to freezing conditions,50-75% snow covered,Muddy or standing water,Grassy,Grassy,0.2,0.1,,89706,PM-2023-SGP-E40-00014,sgp,E40,sfccond,2023-01-25T21:28:40.505+00:00,21075,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-25 18:25:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E35,Mostly clumped grass,Brown due to freezing conditions,50-75% snow covered,Muddy or standing water,Grassy,Grassy,0.3,0.2,,89698,PM-2023-SGP-E35-00014,sgp,E35,sfccond,2023-01-25T21:00:10.882+00:00,18599,NEW,PMR,BIWEEKLY,,,,,,,,,,,,,,,False,False
2023-01-26 16:50:00,Bryan Williams,Derived from grazed grasslands,sfccond,sgp:E39,Mostly clumped grass,Brown due to freezing conditions,Dry,Muddy or standing water,Grassy,Grassy,0.1,0.1,No,89881,PM-2023-SGP-E39-00027,sgp,E39,sfccond,2023-01-26T21:29:50.292+00:00,18599,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Muddy or standing water,,Dry,,,,,False,False
2023-01-26 19:00:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E37,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.1,0.1,No,89880,PM-2023-SGP-E37-00022,sgp,E37,sfccond,2023-01-26T21:29:42.367+00:00,21075,NEW,PMR,BIWEEKLY,No,Yes,No,0.1,No,"Lush green, unwilted","Green, ground covered",Moist but not muddy,,Dry,,,,,False,False
2023-01-30 15:50:00,Rod Marler,Derived from grazed grasslands,sfccond,sgp:E41,Mostly clumped grass,Brown due to freezing conditions,Dry,Moist but not muddy,,,0.2,0.1,No,90614,PM-2023-SGP-E41-00024,sgp,E41,sfccond,2023-01-31T21:40:48.587+00:00,21075,NEW,PMR,BIWEEKLY,No,No,No,0.1,Yes,Green w/brown patches due to freezing conditions,,Moist but not muddy,Mostly clumped grass,Dry,,,Derived from grazed grasslands,,False,False
